,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,20%,0%,25%,0%,25%,20%,0%,25%,0%,0%,,,,,,,,,,,SPY,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrategia,%,,,Max # Posiciones,Max %  por posición,,,,,,,,,,
Date,Smart DCA Acciones,Smart DCA Defensivo,Smart Global 60/40,Satellite Synergy,AllWeather FLEX,AllWeather Leverage,Oso Perezoso,Fuerza 6,Rotacion Defensiva D4,AllWeather TAA,NDX Core 9,BuyHold SPY,BuyHold 60/40,,,Date,Estrategia,BuyHold SPY,BuyHold 60/40,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,,Date,Estrategia,S&P500,60/40,,,,,,,,,,,,,,,,,,,,,Smart_DCA_Acciones,0%,,,,,,,,,,,,,,
5/1/2018,"$333,154.07 ","$182,408.63 ","$278,755.09 ","$244,547.43 ","$288,248.17 ","$409,656.82 ","$201,015.05 ","$419,234.70 ","$198,733.48 ","$222,844.49 ","$632,726.74 ","$234,538.06 ","$218,236.09 ",,,5/1/2018,"$454,060.75 ","$234,538.06 ","$218,236.09 "," 478,977 "," 454,061 "," (24,917)",-5.2%," 252,635 "," 234,538 "," (18,097)",-7.2%," 229,260 "," 218,236 "," (11,023)",-4.8%,,5/1/2018,-5.2%,-7.2%,-4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2018,"$330,876.49 ","$182,826.74 ","$277,731.53 ","$244,514.28 ","$287,447.19 ","$407,941.29 ","$201,015.05 ","$418,033.40 ","$200,321.45 ","$222,641.99 ","$630,609.48 ","$232,962.76 ","$217,842.33 ",,,5/2/2018,"$453,113.19 ","$232,962.76 ","$217,842.33 "," 478,977 "," 453,113 "," (25,864)",-5.4%," 252,635 "," 232,963 "," (19,672)",-7.8%," 229,260 "," 217,842 "," (11,417)",-5.0%,,5/2/2018,-5.4%,-7.8%,-5.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2018,"$330,499.49 ","$182,421.27 ","$277,287.65 ","$244,628.17 ","$288,347.40 ","$409,371.70 ","$201,015.05 ","$418,659.67 ","$198,920.30 ","$222,460.64 ","$636,832.99 ","$232,449.46 ","$217,547.01 ",,,5/3/2018,"$454,925.78 ","$232,449.46 ","$217,547.01 "," 478,977 "," 454,926 "," (24,052)",-5.0%," 252,635 "," 232,449 "," (20,185)",-8.0%," 229,260 "," 217,547 "," (11,712)",-5.1%,,5/3/2018,-5.0%,-8.0%,-5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2018,"$336,391.58 ","$182,586.04 ","$280,763.83 ","$245,129.26 ","$291,416.78 ","$416,133.84 ","$201,015.05 ","$421,662.13 ","$199,947.81 ","$224,434.19 ","$641,615.57 ","$235,458.46 ","$218,482.19 ",,,5/4/2018,"$458,868.30 ","$235,458.46 ","$218,482.19 "," 478,977 "," 458,868 "," (20,109)",-4.2%," 252,635 "," 235,458 "," (17,176)",-6.8%," 229,260 "," 218,482 "," (10,777)",-4.7%,,5/4/2018,-4.2%,-6.8%,-4.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2018,"$338,646.27 ","$182,852.20 ","$282,240.13 ","$245,153.63 ","$291,757.23 ","$417,757.90 ","$201,015.05 ","$421,984.18 ","$200,975.32 ","$225,253.94 ","$646,658.81 ","$236,254.96 ","$218,629.85 ",,,5/7/2018,"$460,826.01 ","$236,254.96 ","$218,629.85 "," 478,977 "," 460,826 "," (18,151)",-3.8%," 252,635 "," 236,255 "," (16,380)",-6.5%," 229,260 "," 218,630 "," (10,630)",-4.6%,,5/7/2018,-3.8%,-6.5%,-4.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2018,"$338,434.28 ","$183,092.81 ","$282,259.35 ","$245,263.72 ","$292,108.49 ","$416,988.62 ","$201,015.05 ","$422,740.23 ","$203,123.75 ","$225,747.59 ","$649,252.44 ","$236,254.96 ","$218,875.95 ",,,5/8/2018,"$461,922.82 ","$236,254.96 ","$218,875.95 "," 478,977 "," 461,923 "," (17,055)",-3.6%," 252,635 "," 236,255 "," (16,380)",-6.5%," 229,260 "," 218,876 "," (10,384)",-4.5%,,5/8/2018,-3.6%,-6.5%,-4.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2018,"$342,257.41 ","$183,219.66 ","$284,506.25 ","$245,673.36 ","$295,367.68 ","$421,175.37 ","$201,015.05 ","$425,248.51 ","$203,590.80 ","$228,225.44 ","$655,873.40 ","$238,538.26 ","$219,565.03 ",,,5/9/2018,"$465,427.15 ","$238,538.26 ","$219,565.03 "," 478,977 "," 465,427 "," (13,550)",-2.8%," 252,635 "," 238,538 "," (14,097)",-5.6%," 229,260 "," 219,565 "," (9,694)",-4.2%,,5/9/2018,-2.8%,-5.6%,-4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2018,"$345,956.83 ","$183,004.51 ","$286,472.33 ","$246,080.57 ","$296,969.41 ","$425,163.00 ","$201,015.05 ","$428,589.88 ","$201,068.73 ","$229,711.79 ","$659,827.29 ","$240,768.46 ","$220,943.19 ",,,5/10/2018,"$467,824.90 ","$240,768.46 ","$220,943.19 "," 478,977 "," 467,825 "," (11,152)",-2.3%," 252,635 "," 240,768 "," (11,866)",-4.7%," 229,260 "," 220,943 "," (8,316)",-3.6%,,5/10/2018,-2.3%,-4.7%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2018,"$346,261.12 ","$182,801.73 ","$286,486.81 ","$245,986.68 ","$296,268.28 ","$423,760.00 ","$201,015.05 ","$428,361.87 ","$200,321.45 ","$229,738.34 ","$662,266.71 ","$241,503.01 ","$221,287.73 ",,,5/11/2018,"$467,858.77 ","$241,503.01 ","$221,287.73 "," 478,977 "," 467,859 "," (11,119)",-2.3%," 252,635 "," 241,503 "," (11,132)",-4.4%," 229,260 "," 221,288 "," (7,972)",-3.5%,,5/11/2018,-2.3%,-4.4%,-3.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2018,"$346,701.66 ","$182,941.13 ","$286,831.19 ","$246,162.46 ","$297,540.71 ","$426,284.91 ","$201,015.05 ","$429,413.08 ","$200,601.68 ","$230,423.24 ","$658,951.10 ","$241,618.06 ","$221,435.39 ",,,5/14/2018,"$468,015.10 ","$241,618.06 ","$221,435.39 "," 478,977 "," 468,015 "," (10,962)",-2.3%," 252,635 "," 241,618 "," (11,017)",-4.4%," 229,260 "," 221,435 "," (7,824)",-3.4%,,5/14/2018,-2.3%,-4.4%,-3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2018,"$343,216.14 ","$183,054.62 ","$284,897.79 ","$245,790.22 ","$296,114.63 ","$422,009.50 ","$201,015.05 ","$427,269.00 ","$203,964.44 ","$229,456.34 ","$655,258.57 ","$239,954.26 ","$220,057.23 ",,,5/15/2018,"$466,085.20 ","$239,954.26 ","$220,057.23 "," 478,977 "," 466,085 "," (12,892)",-2.7%," 252,635 "," 239,954 "," (12,681)",-5.0%," 229,260 "," 220,057 "," (9,202)",-4.0%,,5/15/2018,-2.7%,-5.0%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2018,"$345,292.29 ","$183,434.90 ","$286,322.49 ","$245,972.96 ","$296,907.21 ","$423,568.04 ","$201,015.05 ","$429,326.82 ","$205,459.00 ","$230,310.44 ","$658,258.38 ","$240,963.16 ","$220,500.21 ",,,5/16/2018,"$468,074.70 ","$240,963.16 ","$220,500.21 "," 478,977 "," 468,075 "," (10,903)",-2.3%," 252,635 "," 240,963 "," (11,672)",-4.6%," 229,260 "," 220,500 "," (8,759)",-3.8%,,5/16/2018,-2.3%,-4.6%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2018,"$344,342.13 ","$183,548.93 ","$285,830.35 ","$245,986.20 ","$297,411.15 ","$422,268.32 ","$201,015.05 ","$429,158.88 ","$205,832.64 ","$231,145.04 ","$658,668.59 ","$240,759.61 ","$220,352.55 ",,,5/17/2018,"$467,887.72 ","$240,759.61 ","$220,352.55 "," 478,977 "," 467,888 "," (11,090)",-2.3%," 252,635 "," 240,760 "," (11,875)",-4.7%," 229,260 "," 220,353 "," (8,907)",-3.9%,,5/17/2018,-2.3%,-4.7%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2018,"$342,844.48 ","$183,637.50 ","$285,016.65 ","$245,874.18 ","$296,591.83 ","$420,881.11 ","$201,015.05 ","$428,256.97 ","$206,860.15 ","$230,075.24 ","$661,025.84 ","$240,157.81 ","$219,909.57 ",,,5/18/2018,"$468,087.85 ","$240,157.81 ","$219,909.57 "," 478,977 "," 468,088 "," (10,889)",-2.3%," 252,635 "," 240,158 "," (12,477)",-4.9%," 229,260 "," 219,910 "," (9,350)",-4.1%,,5/18/2018,-2.3%,-4.9%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2018,"$345,254.94 ","$183,662.96 ","$286,377.17 ","$246,359.56 ","$298,507.06 ","$423,729.55 ","$201,015.05 ","$431,207.85 ","$206,206.28 ","$231,372.74 ","$662,931.82 ","$241,963.21 ","$221,041.63 ",,,5/21/2018,"$469,980.47 ","$241,963.21 ","$221,041.63 "," 478,977 "," 469,980 "," (8,997)",-1.9%," 252,635 "," 241,963 "," (10,672)",-4.2%," 229,260 "," 221,042 "," (8,218)",-3.6%,,5/21/2018,-1.9%,-4.2%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2018,"$344,519.28 ","$183,675.69 ","$285,981.81 ","$246,254.14 ","$296,890.34 ","$422,819.38 ","$201,015.05 ","$430,747.35 ","$206,112.87 ","$230,201.99 ","$661,773.54 ","$241,290.61 ","$220,844.75 ",,,5/22/2018,"$469,308.47 ","$241,290.61 ","$220,844.75 "," 478,977 "," 469,308 "," (9,669)",-2.0%," 252,635 "," 241,291 "," (11,344)",-4.5%," 229,260 "," 220,845 "," (8,415)",-3.7%,,5/22/2018,-2.0%,-4.5%,-3.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2018,"$346,745.27 ","$184,106.53 ","$287,549.77 ","$246,190.30 ","$297,356.80 ","$421,755.39 ","$201,015.05 ","$430,496.19 ","$208,915.17 ","$230,937.44 ","$670,575.02 ","$241,954.36 ","$220,450.99 ",,,5/23/2018,"$471,727.74 ","$241,954.36 ","$220,450.99 "," 478,977 "," 471,728 "," (7,250)",-1.5%," 252,635 "," 241,954 "," (10,681)",-4.2%," 229,260 "," 220,451 "," (8,809)",-3.8%,,5/23/2018,-1.5%,-4.2%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2018,"$346,343.00 ","$184,017.87 ","$287,283.07 ","$246,087.49 ","$295,927.46 ","$420,667.25 ","$201,015.05 ","$428,981.81 ","$208,354.71 ","$229,624.79 ","$674,453.26 ","$241,458.76 ","$220,500.21 ",,,5/24/2018,"$471,914.02 ","$241,458.76 ","$220,500.21 "," 478,977 "," 471,914 "," (7,063)",-1.5%," 252,635 "," 241,459 "," (11,176)",-4.4%," 229,260 "," 220,500 "," (8,759)",-3.8%,,5/24/2018,-1.5%,-4.4%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2018,"$346,160.44 ","$184,347.14 ","$287,410.13 ","$245,448.51 ","$293,373.51 ","$419,063.94 ","$201,015.05 ","$426,449.54 ","$210,689.96 ","$227,714.09 ","$674,232.28 ","$240,883.51 ","$220,008.01 ",,,5/25/2018,"$471,164.13 ","$240,883.51 ","$220,008.01 "," 478,977 "," 471,164 "," (7,813)",-1.6%," 252,635 "," 240,884 "," (11,751)",-4.7%," 229,260 "," 220,008 "," (9,251)",-4.0%,,5/25/2018,-1.6%,-4.7%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2018,"$343,325.28 ","$184,587.39 ","$286,016.11 ","$244,917.02 ","$291,886.20 ","$413,972.04 ","$201,015.05 ","$421,071.97 ","$215,430.52 ","$227,089.19 ","$674,934.36 ","$238,113.46 ","$218,679.07 ",,,5/29/2018,"$469,564.10 ","$238,113.46 ","$218,679.07 "," 478,977 "," 469,564 "," (9,413)",-2.0%," 252,635 "," 238,113 "," (14,521)",-5.7%," 229,260 "," 218,679 "," (10,580)",-4.6%,,5/29/2018,-2.0%,-5.7%,-4.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2018,"$347,013.28 ","$184,195.01 ","$287,807.69 ","$245,617.23 ","$295,379.41 ","$418,825.25 ","$201,015.05 ","$426,244.42 ","$210,970.19 ","$229,985.69 ","$681,754.94 ","$241,290.61 ","$220,254.11 ",,,5/30/2018,"$473,023.64 ","$241,290.61 ","$220,254.11 "," 478,977 "," 473,024 "," (5,954)",-1.2%," 252,635 "," 241,291 "," (11,344)",-4.5%," 229,260 "," 220,254 "," (9,005)",-3.9%,,5/30/2018,-1.2%,-4.5%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2018,"$345,862.42 ","$183,992.14 ","$287,080.03 ","$245,222.52 ","$294,723.05 ","$417,981.08 ","$204,127.17 ","$424,385.73 ","$209,662.45 ","$229,345.04 ","$683,433.46 ","$239,812.66 ","$219,417.37 ",,,5/31/2018,"$472,427.06 ","$239,812.66 ","$219,417.37 "," 478,977 "," 472,427 "," (6,550)",-1.4%," 252,635 "," 239,813 "," (12,822)",-5.1%," 229,260 "," 219,417 "," (9,842)",-4.3%,,5/31/2018,-1.4%,-5.1%,-4.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2018,"$350,806.53 ","$184,153.75 ","$290,020.04 ","$245,168.95 ","$295,868.43 ","$421,140.33 ","$204,127.17 ","$426,446.69 ","$211,063.60 ","$231,108.59 ","$689,895.62 ","$242,166.76 ","$220,549.43 ",,,6/1/2018,"$475,617.17 ","$242,166.76 ","$220,549.43 "," 478,977 "," 475,617 "," (3,360)",-0.7%," 252,635 "," 242,167 "," (10,468)",-4.1%," 229,260 "," 220,549 "," (8,710)",-3.8%,,6/1/2018,-0.7%,-4.1%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2018,"$353,540.95 ","$183,983.98 ","$291,496.90 ","$245,088.22 ","$295,637.22 ","$421,711.53 ","$204,127.17 ","$426,337.94 ","$209,382.22 ","$231,264.29 ","$699,057.43 ","$243,317.26 ","$221,090.85 ",,,6/4/2018,"$477,670.81 ","$243,317.26 ","$221,090.85 "," 478,977 "," 477,671 "," (1,307)",-0.3%," 252,635 "," 243,317 "," (9,318)",-3.7%," 229,260 "," 221,091 "," (8,169)",-3.6%,,6/4/2018,-0.3%,-3.7%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2018,"$354,335.73 ","$183,944.95 ","$291,943.54 ","$245,198.95 ","$295,931.85 ","$424,076.48 ","$204,127.17 ","$426,434.33 ","$208,915.17 ","$231,366.89 ","$702,580.63 ","$243,494.26 ","$221,090.85 ",,,6/5/2018,"$479,095.68 ","$243,494.26 ","$221,090.85 "," 479,096 "," 479,096 ", -   ,0.0%," 252,635 "," 243,494 "," (9,141)",-3.6%," 229,260 "," 221,091 "," (8,169)",-3.6%,,6/5/2018,0.0%,-3.6%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2018,"$357,003.77 ","$183,585.13 ","$293,209.04 ","$245,431.17 ","$297,233.67 ","$426,322.29 ","$204,127.17 ","$429,611.19 ","$206,860.15 ","$232,264.19 ","$706,481.30 ","$245,529.76 ","$222,075.25 ",,,6/6/2018,"$481,061.96 ","$245,529.76 ","$222,075.25 "," 481,062 "," 481,062 ", -   ,0.0%," 252,635 "," 245,530 "," (7,105)",-2.8%," 229,260 "," 222,075 "," (7,184)",-3.1%,,6/6/2018,0.0%,-2.8%,-3.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2018,"$355,202.35 ","$183,563.83 ","$292,110.56 ","$245,451.05 ","$297,605.66 ","$425,785.50 ","$204,127.17 ","$428,675.82 ","$205,926.05 ","$232,669.19 ","$696,545.34 ","$245,503.21 ","$221,435.39 ",,,6/7/2018,"$478,027.09 ","$245,503.21 ","$221,435.39 "," 481,062 "," 478,027 "," (3,035)",-0.6%," 252,635 "," 245,503 "," (7,132)",-2.8%," 229,260 "," 221,435 "," (7,824)",-3.4%,,6/7/2018,-0.6%,-2.8%,-3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2018,"$355,712.56 ","$183,545.59 ","$292,362.08 ","$245,492.88 ","$297,617.53 ","$425,490.92 ","$204,127.17 ","$429,323.85 ","$207,327.20 ","$232,523.69 ","$701,398.08 ","$246,228.91 ","$221,779.93 ",,,6/8/2018,"$479,617.23 ","$246,228.91 ","$221,779.93 "," 481,062 "," 479,617 "," (1,445)",-0.3%," 252,635 "," 246,229 "," (6,406)",-2.5%," 229,260 "," 221,780 "," (7,480)",-3.3%,,6/8/2018,-0.3%,-2.5%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2018,"$356,523.24 ","$183,565.36 ","$292,843.28 ","$245,566.69 ","$298,194.90 ","$426,595.70 ","$204,127.17 ","$430,122.76 ","$206,579.92 ","$233,172.44 ","$702,144.57 ","$246,556.36 ","$221,829.15 ",,,6/11/2018,"$480,145.08 ","$246,556.36 ","$221,829.15 "," 481,062 "," 480,145 ", (917),-0.2%," 252,635 "," 246,556 "," (6,079)",-2.4%," 229,260 "," 221,829 "," (7,430)",-3.2%,,6/11/2018,-0.2%,-2.4%,-3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2018,"$357,889.00 ","$183,755.41 ","$293,765.48 ","$245,507.80 ","$298,292.39 ","$427,303.98 ","$204,127.17 ","$429,748.21 ","$207,887.66 ","$233,062.49 ","$709,615.91 ","$246,874.96 ","$221,583.05 ",,,6/12/2018,"$482,346.12 ","$246,874.96 ","$221,583.05 "," 482,346 "," 482,346 ", -   ,0.0%," 252,635 "," 246,875 "," (5,760)",-2.3%," 229,260 "," 221,583 "," (7,676)",-3.3%,,6/12/2018,0.0%,-2.3%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2018,"$357,336.30 ","$183,603.37 ","$293,387.30 ","$245,615.74 ","$298,077.14 ","$427,226.05 ","$204,127.17 ","$429,532.38 ","$206,486.51 ","$232,765.79 ","$715,005.37 ","$246,087.31 ","$221,632.27 ",,,6/13/2018,"$483,361.40 ","$246,087.31 ","$221,632.27 "," 483,361 "," 483,361 ", -   ,0.0%," 252,635 "," 246,087 "," (6,548)",-2.6%," 229,260 "," 221,632 "," (7,627)",-3.3%,,6/13/2018,0.0%,-2.6%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2018,"$359,980.86 ","$184,819.69 ","$295,691.50 ","$245,628.20 ","$298,404.64 ","$428,943.63 ","$204,127.17 ","$428,144.24 ","$213,679.08 ","$233,589.74 ","$719,628.14 ","$246,706.81 ","$221,779.93 ",,,6/14/2018,"$486,040.46 ","$246,706.81 ","$221,779.93 "," 486,040 "," 486,040 ", -   ,0.0%," 252,635 "," 246,707 "," (5,928)",-2.3%," 229,260 "," 221,780 "," (7,480)",-3.3%,,6/14/2018,0.0%,-2.3%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2018,"$358,992.60 ","$184,724.92 ","$295,055.27 ","$244,900.36 ","$295,468.09 ","$424,206.24 ","$204,127.17 ","$424,292.35 ","$212,838.39 ","$231,628.48 ","$712,482.02 ","$246,393.17 ","$221,287.73 ",,,6/15/2018,"$481,792.90 ","$246,393.17 ","$221,287.73 "," 486,040 "," 481,793 "," (4,248)",-0.9%," 252,635 "," 246,393 "," (6,242)",-2.5%," 229,260 "," 221,288 "," (7,972)",-3.5%,,6/15/2018,-0.9%,-2.5%,-3.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2018,"$358,519.88 ","$184,805.55 ","$294,851.11 ","$244,928.18 ","$296,470.28 ","$425,554.94 ","$204,127.17 ","$423,941.44 ","$212,558.16 ","$232,318.82 ","$719,433.81 ","$245,893.00 ","$220,549.43 ",,,6/18/2018,"$483,729.82 ","$245,893.00 ","$220,549.43 "," 486,040 "," 483,730 "," (2,311)",-0.5%," 252,635 "," 245,893 "," (6,742)",-2.7%," 229,260 "," 220,549 "," (8,710)",-3.8%,,6/18/2018,-0.5%,-2.7%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2018,"$357,252.96 ","$185,090.37 ","$294,317.77 ","$244,603.84 ","$295,239.32 ","$423,728.15 ","$204,127.17 ","$420,807.30 ","$213,959.31 ","$231,885.47 ","$714,561.74 ","$244,950.66 ","$219,909.57 ",,,6/19/2018,"$481,486.93 ","$244,950.66 ","$219,909.57 "," 486,040 "," 481,487 "," (4,554)",-0.9%," 252,635 "," 244,951 "," (7,684)",-3.0%," 229,260 "," 219,910 "," (9,350)",-4.1%,,6/19/2018,-0.9%,-3.0%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2018,"$359,097.00 ","$185,110.14 ","$295,418.29 ","$244,709.25 ","$296,137.74 ","$425,913.50 ","$204,127.17 ","$421,433.86 ","$214,146.13 ","$232,873.37 ","$715,327.77 ","$245,368.49 ","$220,106.45 ",,,6/20/2018,"$482,439.86 ","$245,368.49 ","$220,106.45 "," 486,040 "," 482,440 "," (3,601)",-0.7%," 252,635 "," 245,368 "," (7,266)",-2.9%," 229,260 "," 220,106 "," (9,153)",-4.0%,,6/20/2018,-0.7%,-2.9%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2018,"$356,126.51 ","$184,900.32 ","$293,589.79 ","$244,377.57 ","$293,601.91 ","$421,385.69 ","$204,127.17 ","$418,272.25 ","$211,624.06 ","$230,667.92 ","$707,551.49 ","$243,830.52 ","$218,875.95 ",,,6/21/2018,"$478,002.68 ","$243,830.52 ","$218,875.95 "," 486,040 "," 478,003 "," (8,038)",-1.7%," 252,635 "," 243,831 "," (8,804)",-3.5%," 229,260 "," 218,876 "," (10,384)",-4.5%,,6/21/2018,-1.7%,-3.5%,-4.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2018,"$355,943.68 ","$184,651.98 ","$293,301.07 ","$245,282.91 ","$295,700.01 ","$423,808.42 ","$204,127.17 ","$422,117.12 ","$211,297.12 ","$231,940.52 ","$700,319.41 ","$244,275.02 ","$219,909.57 ",,,6/22/2018,"$477,877.24 ","$244,275.02 ","$219,909.57 "," 486,040 "," 477,877 "," (8,163)",-1.7%," 252,635 "," 244,275 "," (8,360)",-3.3%," 229,260 "," 219,910 "," (9,350)",-4.1%,,6/22/2018,-1.7%,-3.3%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2018,"$348,747.85 ","$184,481.19 ","$289,051.23 ","$244,543.21 ","$291,338.41 ","$415,344.04 ","$204,127.17 ","$416,851.32 ","$209,849.27 ","$228,349.22 ","$685,675.19 ","$240,950.16 ","$217,793.11 ",,,6/25/2018,"$470,346.13 ","$240,950.16 ","$217,793.11 "," 486,040 "," 470,346 "," (15,694)",-3.2%," 252,635 "," 240,950 "," (11,685)",-4.6%," 229,260 "," 217,793 "," (11,466)",-5.0%,,6/25/2018,-3.2%,-4.6%,-5.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2018,"$349,984.95 ","$185,050.32 ","$290,115.15 ","$245,066.40 ","$293,152.68 ","$418,228.82 ","$204,127.17 ","$418,439.43 ","$211,950.99 ","$229,651.37 ","$691,197.91 ","$241,483.56 ","$218,482.19 ",,,6/26/2018,"$473,370.02 ","$241,483.56 ","$218,482.19 "," 486,040 "," 473,370 "," (12,670)",-2.6%," 252,635 "," 241,484 "," (11,151)",-4.4%," 229,260 "," 218,482 "," (10,777)",-4.7%,,6/26/2018,-2.6%,-4.4%,-4.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2018,"$345,701.22 ","$185,723.59 ","$288,061.74 ","$245,040.84 ","$292,742.09 ","$416,123.65 ","$204,127.17 ","$415,929.36 ","$215,173.64 ","$229,427.87 ","$678,571.42 ","$239,483.31 ","$217,202.47 ",,,6/27/2018,"$469,699.00 ","$239,483.31 ","$217,202.47 "," 486,040 "," 469,699 "," (16,341)",-3.4%," 252,635 "," 239,483 "," (13,152)",-5.2%," 229,260 "," 217,202 "," (12,057)",-5.3%,,6/27/2018,-3.4%,-5.2%,-5.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2018,"$348,456.62 ","$185,695.47 ","$289,625.51 ","$245,212.84 ","$293,639.28 ","$418,225.81 ","$204,127.17 ","$417,459.75 ","$214,986.82 ","$230,093.87 ","$685,117.95 ","$240,852.37 ","$217,497.79 ",,,6/28/2018,"$472,240.81 ","$240,852.37 ","$217,497.79 "," 486,040 "," 472,241 "," (13,800)",-2.8%," 252,635 "," 240,852 "," (11,782)",-4.7%," 229,260 "," 217,498 "," (11,762)",-5.1%,,6/28/2018,-2.8%,-4.7%,-5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2018,"$349,266.97 ","$184,972.77 ","$289,652.63 ","$245,706.16 ","$294,902.94 ","$420,169.55 ","$202,129.15 ","$420,122.55 ","$210,970.19 ","$230,807.72 ","$688,253.12 ","$241,199.08 ","$218,383.75 ",,,6/29/2018,"$473,471.58 ","$241,199.08 ","$218,383.75 "," 486,040 "," 473,472 "," (12,569)",-2.6%," 252,635 "," 241,199 "," (11,436)",-4.5%," 229,260 "," 218,384 "," (10,876)",-4.7%,,6/29/2018,-2.6%,-4.5%,-4.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2018,"$351,053.08 ","$185,298.11 ","$290,897.82 ","$245,190.57 ","$293,887.50 ","$419,087.75 ","$202,129.15 ","$416,654.44 ","$213,025.21 ","$230,285.87 ","$689,431.85 ","$241,714.70 ","$217,694.67 ",,,7/2/2018,"$472,936.67 ","$241,714.70 ","$217,694.67 "," 486,040 "," 472,937 "," (13,104)",-2.7%," 252,635 "," 241,715 "," (10,920)",-4.3%," 229,260 "," 217,695 "," (11,565)",-5.0%,,7/2/2018,-2.7%,-4.3%,-5.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
