,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,20%,0%,25%,0%,25%,20%,0%,25%,0%,0%,,,,,,,,,,,SPY,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrategia,%,,,Max # Posiciones,Max %  por posición,,,,,,,,,,
Date,Smart DCA Acciones,Smart DCA Defensivo,Smart Global 60/40,Satellite Synergy,AllWeather FLEX,AllWeather Leverage,Oso Perezoso,Fuerza 6,Rotacion Defensiva D4,AllWeather TAA,NDX Core 9,BuyHold SPY,BuyHold 60/40,,,Date,Estrategia,BuyHold SPY,BuyHold 60/40,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,,Date,Estrategia,S&P500,60/40,,,,,,,,,,,,,,,,,,,,,Smart_DCA_Acciones,0%,,,,,,,,,,,,,,
2/27/2018,"$344,750.58 ","$179,565.22 ","$283,595.42 ","$246,578.14 ","$311,823.84 ","$456,835.65 ","$211,606.68 ","$420,377.35 ","$192,523.16 ","$229,291.93 ","$636,176.62 ","$241,930.71 ","$220,822.90 ",,,2/27/2018,"$466,167.67 ","$241,930.71 ","$220,822.90 "," 478,977 "," 466,168 "," (12,810)",-2.7%," 252,635 "," 241,931 "," (10,704)",-4.2%," 229,260 "," 220,823 "," (8,437)",-3.7%,,2/27/2018,-2.7%,-4.2%,-3.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2018,"$341,716.36 ","$179,394.40 ","$281,809.02 ","$245,326.48 ","$308,620.15 ","$448,345.52 ","$205,527.22 ","$415,960.23 ","$192,363.83 ","$227,562.93 ","$633,830.52 ","$239,481.53 ","$219,351.40 ",,,2/28/2018,"$462,072.13 ","$239,481.53 ","$219,351.40 "," 478,977 "," 462,072 "," (16,905)",-3.5%," 252,635 "," 239,482 "," (13,153)",-5.2%," 229,260 "," 219,351 "," (9,908)",-4.3%,,2/28/2018,-3.5%,-5.2%,-4.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2018,"$335,914.40 ","$178,798.09 ","$278,148.14 ","$244,150.99 ","$307,132.15 ","$443,269.64 ","$205,527.22 ","$412,926.34 ","$191,532.12 ","$225,980.28 ","$622,363.77 ","$236,001.58 ","$218,174.20 ",,,3/1/2018,"$456,776.56 ","$236,001.58 ","$218,174.20 "," 478,977 "," 456,777 "," (22,201)",-4.6%," 252,635 "," 236,002 "," (16,633)",-6.6%," 229,260 "," 218,174 "," (11,085)",-4.8%,,3/1/2018,-4.6%,-6.6%,-4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018,"$338,635.03 ","$179,567.69 ","$280,186.86 ","$244,610.15 ","$308,322.39 ","$443,953.62 ","$205,527.22 ","$414,256.48 ","$192,116.33 ","$227,105.03 ","$630,721.94 ","$237,217.36 ","$218,664.70 ",,,3/2/2018,"$459,578.31 ","$237,217.36 ","$218,664.70 "," 478,977 "," 459,578 "," (19,399)",-4.1%," 252,635 "," 237,217 "," (15,418)",-6.1%," 229,260 "," 218,665 "," (10,595)",-4.6%,,3/2/2018,-4.1%,-6.1%,-4.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2018,"$342,817.28 ","$179,362.42 ","$282,420.09 ","$245,703.64 ","$311,017.19 ","$450,183.43 ","$205,527.22 ","$417,091.50 ","$191,611.78 ","$228,187.23 ","$635,413.58 ","$239,957.27 ","$219,743.80 ",,,3/5/2018,"$463,135.21 ","$239,957.27 ","$219,743.80 "," 478,977 "," 463,135 "," (15,842)",-3.3%," 252,635 "," 239,957 "," (12,678)",-5.0%," 229,260 "," 219,744 "," (9,516)",-4.2%,,3/5/2018,-3.3%,-5.0%,-4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2018,"$344,121.48 ","$180,486.92 ","$283,847.31 ","$246,108.46 ","$309,774.98 ","$449,541.38 ","$205,527.22 ","$419,108.26 ","$191,611.78 ","$229,306.98 ","$642,242.10 ","$240,565.16 ","$220,234.30 ",,,3/6/2018,"$465,266.98 ","$240,565.16 ","$220,234.30 "," 478,977 "," 465,267 "," (13,710)",-2.9%," 252,635 "," 240,565 "," (12,070)",-4.8%," 229,260 "," 220,234 "," (9,025)",-3.9%,,3/6/2018,-2.9%,-4.8%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2018,"$344,547.11 ","$179,663.24 ","$283,609.95 ","$245,811.80 ","$307,617.54 ","$447,302.57 ","$205,527.22 ","$417,935.80 ","$191,611.78 ","$229,594.73 ","$647,911.29 ","$240,477.06 ","$220,283.35 ",,,3/7/2018,"$465,772.13 ","$240,477.06 ","$220,283.35 "," 478,977 "," 465,772 "," (13,205)",-2.8%," 252,635 "," 240,477 "," (12,158)",-4.8%," 229,260 "," 220,283 "," (8,976)",-3.9%,,3/7/2018,-2.8%,-4.8%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2018,"$346,508.06 ","$179,515.43 ","$284,637.24 ","$246,029.76 ","$308,398.51 ","$449,559.54 ","$205,527.22 ","$418,157.88 ","$191,611.78 ","$230,099.58 ","$650,878.90 ","$241,639.98 ","$220,675.75 ",,,3/8/2018,"$467,177.39 ","$241,639.98 ","$220,675.75 "," 478,977 "," 467,177 "," (11,800)",-2.5%," 252,635 "," 241,640 "," (10,995)",-4.4%," 229,260 "," 220,676 "," (8,584)",-3.7%,,3/8/2018,-2.5%,-4.4%,-3.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2018,"$353,518.55 ","$179,902.31 ","$288,855.36 ","$247,902.38 ","$311,845.44 ","$459,786.83 ","$205,527.22 ","$422,977.68 ","$191,611.78 ","$233,558.48 ","$664,336.02 ","$245,842.35 ","$222,735.85 ",,,3/9/2018,"$474,677.96 ","$245,842.35 ","$222,735.85 "," 478,977 "," 474,678 "," (4,299)",-0.9%," 252,635 "," 245,842 "," (6,793)",-2.7%," 229,260 "," 222,736 "," (6,524)",-2.8%,,3/9/2018,-0.9%,-2.7%,-2.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2018,"$354,453.34 ","$179,802.99 ","$289,377.00 ","$247,716.83 ","$312,951.57 ","$462,027.53 ","$205,527.22 ","$422,963.51 ","$191,611.78 ","$234,240.68 ","$665,252.72 ","$245,534.00 ","$222,686.80 ",,,3/12/2018,"$475,426.66 ","$245,534.00 ","$222,686.80 "," 478,977 "," 475,427 "," (3,551)",-0.7%," 252,635 "," 245,534 "," (7,101)",-2.8%," 229,260 "," 222,687 "," (6,573)",-2.9%,,3/12/2018,-0.7%,-2.8%,-2.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2018,"$350,405.35 ","$179,707.70 ","$286,961.93 ","$247,074.34 ","$309,816.54 ","$455,910.11 ","$205,527.22 ","$420,670.42 ","$191,611.78 ","$232,249.43 ","$658,831.11 ","$243,948.20 ","$222,049.15 ",,,3/13/2018,"$471,590.13 ","$243,948.20 ","$222,049.15 "," 478,977 "," 471,590 "," (7,387)",-1.5%," 252,635 "," 243,948 "," (8,687)",-3.4%," 229,260 "," 222,049 "," (7,210)",-3.1%,,3/13/2018,-1.5%,-3.4%,-3.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2018,"$349,506.00 ","$179,549.10 ","$286,397.99 ","$246,732.82 ","$307,219.16 ","$451,344.70 ","$205,527.22 ","$420,316.42 ","$191,611.78 ","$232,366.48 ","$658,629.28 ","$242,697.18 ","$221,902.00 ",,,3/14/2018,"$470,241.52 ","$242,697.18 ","$221,902.00 "," 478,977 "," 470,242 "," (8,736)",-1.8%," 252,635 "," 242,697 "," (9,938)",-3.9%," 229,260 "," 221,902 "," (7,358)",-3.2%,,3/14/2018,-1.8%,-3.9%,-3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2018,"$349,136.85 ","$179,005.96 ","$285,868.31 ","$246,565.28 ","$306,858.95 ","$450,390.23 ","$205,527.22 ","$419,850.61 ","$191,611.78 ","$231,988.93 ","$658,662.16 ","$242,432.88 ","$221,803.90 ",,,3/15/2018,"$469,861.16 ","$242,432.88 ","$221,803.90 "," 478,977 "," 469,861 "," (9,116)",-1.9%," 252,635 "," 242,433 "," (10,202)",-4.0%," 229,260 "," 221,804 "," (7,456)",-3.3%,,3/15/2018,-1.9%,-4.0%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2018,"$348,681.04 ","$178,907.81 ","$285,522.03 ","$246,587.20 ","$307,621.00 ","$451,699.24 ","$205,527.22 ","$420,193.91 ","$191,611.78 ","$231,538.58 ","$661,613.62 ","$242,694.36 ","$221,902.00 ",,,3/16/2018,"$471,016.49 ","$242,694.36 ","$221,902.00 "," 478,977 "," 471,016 "," (7,961)",-1.7%," 252,635 "," 242,694 "," (9,941)",-3.9%," 229,260 "," 221,902 "," (7,358)",-3.2%,,3/16/2018,-1.7%,-3.9%,-3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2018,"$341,885.68 ","$178,809.92 ","$281,548.43 ","$245,332.85 ","$302,929.34 ","$441,653.65 ","$205,527.22 ","$416,330.02 ","$191,611.78 ","$228,745.97 ","$652,016.05 ","$239,414.41 ","$220,234.30 ",,,3/19/2018,"$464,888.86 ","$239,414.41 ","$220,234.30 "," 478,977 "," 464,889 "," (14,088)",-2.9%," 252,635 "," 239,414 "," (13,220)",-5.2%," 229,260 "," 220,234 "," (9,025)",-3.9%,,3/19/2018,-2.9%,-5.2%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2018,"$342,850.75 ","$178,519.11 ","$281,937.12 ","$245,639.12 ","$306,346.99 ","$446,916.73 ","$205,527.22 ","$417,708.73 ","$191,611.78 ","$229,931.12 ","$663,747.93 ","$239,821.51 ","$220,381.45 ",,,3/20/2018,"$469,543.53 ","$239,821.51 ","$220,381.45 "," 478,977 "," 469,544 "," (9,434)",-2.0%," 252,635 "," 239,822 "," (12,813)",-5.1%," 229,260 "," 220,381 "," (8,878)",-3.9%,,3/20/2018,-2.0%,-5.1%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2018,"$341,624.80 ","$180,201.57 ","$282,232.90 ","$246,076.73 ","$306,849.61 ","$447,022.01 ","$205,527.22 ","$419,900.27 ","$191,611.78 ","$230,029.27 ","$664,474.72 ","$239,361.31 ","$220,528.60 ",,,3/21/2018,"$470,386.95 ","$239,361.31 ","$220,528.60 "," 478,977 "," 470,387 "," (8,590)",-1.8%," 252,635 "," 239,361 "," (13,274)",-5.3%," 229,260 "," 220,529 "," (8,731)",-3.8%,,3/21/2018,-1.8%,-5.3%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2018,"$332,383.84 ","$179,284.81 ","$276,450.18 ","$243,573.32 ","$298,553.72 ","$430,268.84 ","$205,527.22 ","$412,355.73 ","$191,611.78 ","$225,127.27 ","$647,254.90 ","$233,378.71 ","$217,585.60 ",,,3/22/2018,"$459,506.89 ","$233,378.71 ","$217,585.60 "," 478,977 "," 459,507 "," (19,470)",-4.1%," 252,635 "," 233,379 "," (19,256)",-7.6%," 229,260 "," 217,586 "," (11,674)",-5.1%,,3/22/2018,-4.1%,-7.6%,-5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2018,"$323,622.87 ","$180,269.17 ","$272,042.78 ","$242,245.95 ","$292,931.18 ","$411,174.18 ","$205,527.22 ","$408,717.32 ","$191,611.78 ","$221,264.82 ","$625,847.42 ","$228,405.01 ","$215,427.40 ",,,3/23/2018,"$448,206.28 ","$228,405.01 ","$215,427.40 "," 478,977 "," 448,206 "," (30,771)",-6.4%," 252,635 "," 228,405 "," (24,230)",-9.6%," 229,260 "," 215,427 "," (13,832)",-6.0%,,3/23/2018,-6.4%,-9.6%,-6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2018,"$335,253.12 ","$181,311.90 ","$279,328.99 ","$244,489.29 ","$298,525.04 ","$426,402.38 ","$205,527.22 ","$415,322.13 ","$191,370.91 ","$226,880.27 ","$656,680.30 ","$234,653.11 ","$218,272.30 ",,,3/26/2018,"$461,773.24 ","$234,653.11 ","$218,272.30 "," 478,977 "," 461,773 "," (17,204)",-3.6%," 252,635 "," 234,653 "," (17,982)",-7.1%," 229,260 "," 218,272 "," (10,987)",-4.8%,,3/26/2018,-3.6%,-7.1%,-4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2018,"$325,881.51 ","$180,602.36 ","$273,482.07 ","$242,880.92 ","$291,939.29 ","$411,920.13 ","$205,527.22 ","$410,809.56 ","$191,508.55 ","$222,626.47 ","$628,480.23 ","$230,661.76 ","$216,359.35 ",,,3/27/2018,"$449,680.37 ","$230,661.76 ","$216,359.35 "," 478,977 "," 449,680 "," (29,297)",-6.1%," 252,635 "," 230,662 "," (21,973)",-8.7%," 229,260 "," 216,359 "," (12,900)",-5.6%,,3/27/2018,-6.1%,-8.7%,-5.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2018,"$323,132.11 ","$179,248.54 ","$271,050.91 ","$242,608.32 ","$289,045.52 ","$408,143.41 ","$205,527.22 ","$410,537.49 ","$191,531.49 ","$221,267.32 ","$618,116.54 ","$229,980.31 ","$216,849.85 ",,,3/28/2018,"$446,027.32 ","$229,980.31 ","$216,849.85 "," 478,977 "," 446,027 "," (32,950)",-6.9%," 252,635 "," 229,980 "," (22,655)",-9.0%," 229,260 "," 216,850 "," (12,410)",-5.4%,,3/28/2018,-6.9%,-9.0%,-5.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2018,"$328,738.71 ","$179,491.64 ","$274,410.53 ","$243,891.03 ","$292,049.98 ","$416,137.15 ","$201,674.04 ","$415,011.46 ","$191,600.31 ","$224,422.72 ","$628,667.82 ","$232,918.51 ","$218,615.65 ",,,3/29/2018,"$452,052.38 ","$232,918.51 ","$218,615.65 "," 478,977 "," 452,052 "," (26,925)",-5.6%," 252,635 "," 232,919 "," (19,716)",-7.8%," 229,260 "," 218,616 "," (10,644)",-4.6%,,3/29/2018,-5.6%,-7.8%,-4.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2018,"$319,529.81 ","$180,041.94 ","$269,483.24 ","$243,132.69 ","$286,400.67 ","$405,644.72 ","$201,674.04 ","$408,096.87 ","$191,656.36 ","$220,553.02 ","$610,998.37 ","$227,891.71 ","$216,114.10 ",,,4/2/2018,"$443,142.80 ","$227,891.71 ","$216,114.10 "," 478,977 "," 443,143 "," (35,835)",-7.5%," 252,635 "," 227,892 "," (24,743)",-9.8%," 229,260 "," 216,114 "," (13,145)",-5.7%,,4/2/2018,-7.5%,-9.8%,-5.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2018,"$323,715.16 ","$180,175.64 ","$271,914.08 ","$243,413.64 ","$288,891.78 ","$409,695.18 ","$201,674.04 ","$411,710.56 ","$191,564.60 ","$222,251.97 ","$618,677.19 ","$230,812.21 ","$217,342.65 ",,,4/3/2018,"$447,016.38 ","$230,812.21 ","$217,342.65 "," 478,977 "," 447,016 "," (31,961)",-6.7%," 252,635 "," 230,812 "," (21,823)",-8.6%," 229,260 "," 217,343 "," (11,917)",-5.2%,,4/3/2018,-6.7%,-8.6%,-5.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2018,"$328,501.25 ","$180,155.97 ","$274,642.46 ","$243,618.21 ","$290,740.58 ","$412,031.51 ","$201,674.04 ","$413,054.69 ","$191,449.90 ","$223,587.17 ","$634,521.97 ","$233,281.36 ","$218,334.53 ",,,4/4/2018,"$451,915.66 ","$233,281.36 ","$218,334.53 "," 478,977 "," 451,916 "," (27,062)",-5.6%," 252,635 "," 233,281 "," (19,354)",-7.7%," 229,260 "," 218,335 "," (10,925)",-4.8%,,4/4/2018,-5.6%,-7.7%,-4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2018,"$330,898.58 ","$180,406.36 ","$276,130.62 ","$243,798.16 ","$291,805.20 ","$414,740.84 ","$201,674.04 ","$415,496.39 ","$191,495.78 ","$224,264.12 ","$635,531.08 ","$235,122.16 ","$218,974.39 ",,,4/5/2018,"$453,500.87 ","$235,122.16 ","$218,974.39 "," 478,977 "," 453,501 "," (25,476)",-5.3%," 252,635 "," 235,122 "," (17,513)",-6.9%," 229,260 "," 218,974 "," (10,285)",-4.5%,,4/5/2018,-5.3%,-6.9%,-4.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,"$322,292.20 ","$180,137.63 ","$271,088.22 ","$243,167.18 ","$286,664.76 ","$404,299.74 ","$201,674.04 ","$410,255.05 ","$191,656.36 ","$220,593.22 ","$617,930.23 ","$229,882.96 ","$217,202.47 ",,,4/6/2018,"$445,085.96 ","$229,882.96 ","$217,202.47 "," 478,977 "," 445,086 "," (33,891)",-7.1%," 252,635 "," 229,883 "," (22,752)",-9.0%," 229,260 "," 217,202 "," (12,057)",-5.3%,,4/6/2018,-7.1%,-9.0%,-5.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018,"$324,440.86 ","$179,927.91 ","$272,188.76 ","$243,618.83 ","$287,279.21 ","$408,782.29 ","$201,674.04 ","$413,135.02 ","$191,633.42 ","$221,253.72 ","$620,905.48 ","$231,015.76 ","$217,842.33 ",,,4/9/2018,"$447,756.15 ","$231,015.76 ","$217,842.33 "," 478,977 "," 447,756 "," (31,221)",-6.5%," 252,635 "," 231,016 "," (21,619)",-8.6%," 229,260 "," 217,842 "," (11,417)",-5.0%,,4/9/2018,-6.5%,-8.6%,-5.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2018,"$331,299.47 ","$179,699.85 ","$275,968.04 ","$244,591.80 ","$291,912.15 ","$416,999.14 ","$201,674.04 ","$418,950.01 ","$191,541.66 ","$224,607.92 ","$635,513.83 ","$234,688.51 ","$219,860.35 ",,,4/10/2018,"$455,092.44 ","$234,688.51 ","$219,860.35 "," 478,977 "," 455,092 "," (23,885)",-5.0%," 252,635 "," 234,689 "," (17,946)",-7.1%," 229,260 "," 219,860 "," (9,399)",-4.1%,,4/10/2018,-5.0%,-7.1%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2018,"$329,296.03 ","$179,697.19 ","$274,831.54 ","$244,745.26 ","$291,435.79 ","$415,954.71 ","$201,674.04 ","$418,685.90 ","$191,541.66 ","$224,152.87 ","$634,521.19 ","$233,458.36 ","$219,171.27 ",,,4/11/2018,"$454,547.83 ","$233,458.36 ","$219,171.27 "," 478,977 "," 454,548 "," (24,429)",-5.1%," 252,635 "," 233,458 "," (19,177)",-7.6%," 229,260 "," 219,171 "," (10,088)",-4.4%,,4/11/2018,-5.1%,-7.6%,-4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2018,"$333,019.93 ","$179,850.56 ","$277,057.56 ","$244,783.74 ","$292,529.41 ","$418,096.66 ","$201,674.04 ","$419,788.61 ","$191,426.96 ","$225,132.92 ","$644,862.36 ","$235,378.81 ","$219,811.13 ",,,4/12/2018,"$457,929.05 ","$235,378.81 ","$219,811.13 "," 478,977 "," 457,929 "," (21,048)",-4.4%," 252,635 "," 235,379 "," (17,256)",-6.8%," 229,260 "," 219,811 "," (9,448)",-4.1%,,4/12/2018,-4.4%,-6.8%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2018,"$331,498.99 ","$179,850.56 ","$276,180.84 ","$244,737.49 ","$290,834.83 ","$415,332.27 ","$201,674.04 ","$419,217.74 ","$191,381.08 ","$223,895.12 ","$639,865.98 ","$234,688.51 ","$219,318.93 ",,,4/13/2018,"$455,827.71 ","$234,688.51 ","$219,318.93 "," 478,977 "," 455,828 "," (23,150)",-4.8%," 252,635 "," 234,689 "," (17,946)",-7.1%," 229,260 "," 219,319 "," (9,941)",-4.3%,,4/13/2018,-4.8%,-7.1%,-4.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2018,"$334,356.06 ","$179,509.80 ","$277,580.06 ","$244,842.86 ","$291,852.45 ","$416,622.97 ","$201,674.04 ","$420,295.84 ","$191,358.14 ","$224,640.47 ","$646,265.85 ","$236,617.81 ","$220,204.89 ",,,4/16/2018,"$458,036.37 ","$236,617.81 ","$220,204.89 "," 478,977 "," 458,036 "," (20,941)",-4.4%," 252,635 "," 236,618 "," (16,017)",-6.3%," 229,260 "," 220,205 "," (9,055)",-3.9%,,4/16/2018,-4.4%,-6.3%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2018,"$340,456.58 ","$179,564.82 ","$281,145.04 ","$245,098.02 ","$294,294.33 ","$421,276.07 ","$201,674.04 ","$422,498.73 ","$191,358.14 ","$226,643.97 ","$660,178.14 ","$239,148.91 ","$221,090.85 ",,,4/17/2018,"$463,279.47 ","$239,148.91 ","$221,090.85 "," 478,977 "," 463,279 "," (15,698)",-3.3%," 252,635 "," 239,149 "," (13,486)",-5.3%," 229,260 "," 221,091 "," (8,169)",-3.6%,,4/17/2018,-3.3%,-5.3%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2018,"$341,001.96 ","$179,699.85 ","$281,546.34 ","$245,652.54 ","$295,491.86 ","$425,285.04 ","$201,674.04 ","$425,575.63 ","$191,197.56 ","$227,503.07 ","$656,789.69 ","$239,325.91 ","$221,533.83 ",,,4/18/2018,"$464,282.61 ","$239,325.91 ","$221,533.83 "," 478,977 "," 464,283 "," (14,695)",-3.1%," 252,635 "," 239,326 "," (13,309)",-5.3%," 229,260 "," 221,534 "," (7,726)",-3.4%,,4/18/2018,-3.1%,-5.3%,-3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2018,"$338,183.55 ","$179,947.58 ","$280,076.18 ","$245,391.46 ","$293,654.74 ","$422,306.09 ","$201,674.04 ","$423,703.10 ","$191,197.56 ","$226,235.02 ","$638,736.52 ","$237,998.41 ","$220,746.31 ",,,4/19/2018,"$458,504.23 ","$237,998.41 ","$220,746.31 "," 478,977 "," 458,504 "," (20,473)",-4.3%," 252,635 "," 237,998 "," (14,636)",-5.8%," 229,260 "," 220,746 "," (8,513)",-3.7%,,4/19/2018,-4.3%,-5.8%,-3.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2018,"$333,544.92 ","$180,406.36 ","$277,677.36 ","$245,038.91 ","$290,527.74 ","$415,929.63 ","$201,674.04 ","$421,449.69 ","$191,128.74 ","$223,868.77 ","$632,539.95 ","$235,980.61 ","$219,565.03 ",,,4/20/2018,"$454,713.35 ","$235,980.61 ","$219,565.03 "," 478,977 "," 454,713 "," (24,264)",-5.1%," 252,635 "," 235,981 "," (16,654)",-6.6%," 229,260 "," 219,565 "," (9,694)",-4.2%,,4/20/2018,-5.1%,-6.6%,-4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2018,"$333,009.37 ","$180,958.17 ","$277,693.12 ","$244,951.87 ","$289,380.10 ","$413,545.45 ","$201,674.04 ","$420,895.52 ","$191,494.20 ","$223,022.72 ","$629,001.26 ","$235,945.21 ","$218,974.39 ",,,4/23/2018,"$453,149.77 ","$235,945.21 ","$218,974.39 "," 478,977 "," 453,150 "," (25,828)",-5.4%," 252,635 "," 235,945 "," (16,690)",-6.6%," 229,260 "," 218,974 "," (10,285)",-4.5%,,4/23/2018,-5.4%,-6.6%,-4.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2018,"$326,553.03 ","$180,789.12 ","$273,883.44 ","$244,586.38 ","$286,417.04 ","$408,405.64 ","$201,674.04 ","$418,005.35 ","$190,793.63 ","$220,856.77 ","$613,499.57 ","$232,768.06 ","$217,940.77 ",,,4/24/2018,"$447,053.64 ","$232,768.06 ","$217,940.77 "," 478,977 "," 447,054 "," (31,924)",-6.7%," 252,635 "," 232,768 "," (19,867)",-7.9%," 229,260 "," 217,941 "," (11,319)",-4.9%,,4/24/2018,-6.7%,-7.9%,-4.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2018,"$327,184.51 ","$181,150.88 ","$274,450.68 ","$244,573.64 ","$285,711.56 ","$407,091.15 ","$201,674.04 ","$417,884.90 ","$192,848.65 ","$220,358.92 ","$615,703.49 ","$233,343.31 ","$217,842.33 ",,,4/25/2018,"$447,654.34 ","$233,343.31 ","$217,842.33 "," 478,977 "," 447,654 "," (31,323)",-6.5%," 252,635 "," 233,343 "," (19,292)",-7.6%," 229,260 "," 217,842 "," (11,417)",-5.0%,,4/25/2018,-6.5%,-7.6%,-5.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2018,"$332,976.25 ","$181,642.35 ","$278,105.72 ","$244,940.01 ","$289,426.89 ","$413,505.82 ","$201,674.04 ","$420,843.55 ","$194,997.08 ","$223,224.62 ","$631,510.95 ","$235,715.11 ","$219,171.27 ",,,4/26/2018,"$454,452.50 ","$235,715.11 ","$219,171.27 "," 478,977 "," 454,452 "," (24,525)",-5.1%," 252,635 "," 235,715 "," (16,920)",-6.7%," 229,260 "," 219,171 "," (10,088)",-4.4%,,4/26/2018,-5.1%,-6.7%,-4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2018,"$333,252.70 ","$181,566.33 ","$278,212.64 ","$244,959.14 ","$290,141.60 ","$413,945.71 ","$201,674.04 ","$421,234.62 ","$194,156.39 ","$223,758.52 ","$632,481.92 ","$235,936.36 ","$219,220.49 ",,,4/27/2018,"$454,738.67 ","$235,936.36 ","$219,220.49 "," 478,977 "," 454,739 "," (24,239)",-5.1%," 252,635 "," 235,936 "," (16,699)",-6.6%," 229,260 "," 219,220 "," (10,039)",-4.4%,,4/27/2018,-5.1%,-6.6%,-4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018,"$330,574.30 ","$182,019.79 ","$276,983.22 ","$244,795.52 ","$288,627.86 ","$410,630.69 ","$201,015.05 ","$419,988.22 ","$195,837.77 ","$222,590.37 ","$629,031.25 ","$234,122.11 ","$218,334.53 ",,,4/30/2018,"$453,039.20 ","$234,122.11 ","$218,334.53 "," 478,977 "," 453,039 "," (25,938)",-5.4%," 252,635 "," 234,122 "," (18,513)",-7.3%," 229,260 "," 218,335 "," (10,925)",-4.8%,,4/30/2018,-5.4%,-7.3%,-4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
